,Price_Returns,CCUSMA02EZM618N,CPIAUCSL,UNRATE
2021-05-31,0.001404102824398512,0.8229414285714292,268.452,5.8
2021-06-30,0.004767687064308312,0.830012272727273,270.664,5.9
2021-07-31,0.0007085602046780719,0.845684545454545,271.994,5.4
2021-08-31,-0.002403455711645199,0.8498136363636359,272.789,5.1
2021-09-30,0.002712074872467264,0.8496259090909091,273.887,4.7
2021-10-31,0.003203174677829802,0.862008095238095,276.434,4.5
2021-11-30,-0.006711191032186859,0.876749545454545,278.799,4.1
2021-12-31,0.0043498128422560746,0.884841739130435,280.808,3.9
2022-01-31,0.008622140571911992,0.883386666666667,282.39,4.0
2022-02-28,0.005767691932311375,0.881508,284.535,3.8
2022-03-31,0.0032637390386153643,0.907314782608696,287.553,3.6
2022-04-30,0.0010546865822017172,0.9258666666666672,288.764,3.7
2022-05-31,0.007428573121869213,0.945338636363636,291.359,3.6
2022-06-30,-0.0020436083248862908,0.946507727272727,294.996,3.6
2022-07-31,-0.0027935156332713007,0.98224380952381,294.977,3.5
2022-08-31,-0.006152881324402706,0.987073043478261,295.209,3.6
2022-09-30,-0.0034899639983951634,1.01043,296.341,3.5
